	1e-08	1e-05	0.001	1.0
alcohol_intake_freq	0.0	0.0	0.0	0.0
birth_weight	0.0	0.0	0.0	0.0
bmi	0.0	0.0	0.0	0.0
dbp	0.0	0.0	0.0	0.0
fvc	0.0	0.0	0.0	0.0
hair_color	0.0	0.0	0.0	0.0
hand_grip_strength	0.0	0.0	0.0	0.0
height	0.0	0.0	0.0	0.0
hip_circ	0.0	0.0	0.0	0.0
household_income	0.0	0.0	0.0	0.0
neuroticism_score	0.0	0.0	0.0	0.0
overall_health	0.0	0.0	0.0	0.0
pack_years_smoking	0.0	0.0	0.0	0.0
pulse_rate	0.0	0.0	0.0	0.0
skin_color	0.0	0.0	0.0	0.0
waist_circ	0.0	0.0	0.0	0.0
years_schooling	0.0	0.0	0.0	0.0
